no_of_bedrooms,no_of_bathrooms,flat_area_in_sqft,lot_area_in_sqft,no_of_floors,waterfront_view,condition_of_the_house,overall_grade,area_of_the_house_from_basement_in_sqft,basement_area_in_sqft,age_of_house_in_years,zipcode,latitude,longitude,living_area_after_renovation_in_sqft,lot_area_after_renovation_in_sqft,does_basement_exist
4,2.5,2200.0,3141.0,2.0,no,fair,7,2060.0,140,24,98144,47.5726,-122.305,1660.0,3175,1
3,2.0,1020.0,889.0,2.0,no,fair,7,720.0,300,9,98126,47.5434,-122.375,1130.0,972,1
4,1.75,1860.0,7350.0,1.0,no,good,7,1090.0,770,41,98031,47.3979,-122.174,1710.0,7350,1
4,2.5,1714.0,3080.0,2.0,no,fair,8,1714.0,0,9,98055,47.429,-122.188,1714.0,3250,0
4,2.5,2280.0,9874.0,2.0,no,fair,9,2280.0,0,29,98034,47.7099,-122.229,2670.0,9782,0
4,2.5,2840.0,9354.0,2.0,no,fair,10,2840.0,0,28,98074,47.6274,-122.04,2540.0,10200,0
3,1.75,1520.0,8100.0,1.0,no,excellent,6,760.0,760,73,98117,47.6966,-122.375,1040.0,8100,1
3,1.0,1480.0,6550.0,1.5,no,good,6,1480.0,0,93,98126,47.5498,-122.381,1200.0,6550,0
5,3.0,4090.0,12850.0,1.0,no,good,10,2090.0,2000,32,98033,47.6627,-122.188,2540.0,10270,1
3,2.0,1270.0,3090.0,2.0,no,excellent,7,1270.0,0,107,98117,47.685,-122.359,1440.0,3090,0
3,1.75,1720.0,4050.0,1.0,no,excellent,7,860.0,860,112,98115,47.6782,-122.314,1720.0,4410,1
3,2.5,1720.0,10031.0,2.0,no,fair,8,1720.0,0,25,98028,47.7688,-122.238,2280.0,5845,0
3,1.75,2400.0,14012.0,1.0,no,fair,9,2400.0,0,47,98003,47.3371,-122.325,2800.0,13988,0
3,2.5,1600.0,7295.0,2.0,no,okay,7,1600.0,0,25,98042,47.3904,-122.165,1410.0,9000,0
3,1.75,1470.0,6018.0,1.0,no,fair,8,1470.0,0,31,98074,47.6171,-122.044,1720.0,6584,0
4,3.5,2770.0,8049.0,2.0,no,fair,9,2770.0,0,16,98074,47.6469,-122.081,3410.0,7447,0
4,1.75,2250.0,16000.0,1.0,no,fair,8,1450.0,800,61,98023,47.3303,-122.351,1930.0,16000,1
3,2.25,1530.0,7906.0,1.0,no,fair,7,1150.0,380,38,98058,47.4418,-122.136,1460.0,7875,1
5,3.25,4230.0,10260.0,2.0,no,fair,10,3860.0,370,22,98027,47.5503,-122.081,2980.0,10997,1
3,2.25,1510.0,6000.0,1.0,no,good,7,1150.0,360,25,98038,47.3484,-122.036,1510.0,6000,1
4,2.0,2180.0,8800.0,1.0,no,excellent,7,1170.0,1010,41,98038,47.3676,-122.046,1630.0,8800,1
4,2.5,3236.0,9608.0,2.0,no,fair,10,3236.0,0,13,98030,47.3838,-122.195,3236.0,9660,0
3,2.0,1970.0,7000.0,1.0,no,fair,8,1970.0,0,32,98038,47.3744,-122.043,1970.0,7365,0
2,1.5,2340.0,13380.0,1.0,no,good,7,1280.0,1060,64,98146,47.5017,-122.377,1490.0,8100,1
3,2.5,1790.0,3754.0,2.0,no,fair,8,1790.0,0,5,98065,47.534,-121.841,1800.0,3393,0
2,1.0,670.0,7952.0,1.0,no,good,6,670.0,0,76,98146,47.5124,-122.372,1080.0,9525,0
3,1.75,1430.0,12632.0,1.0,no,fair,7,1430.0,0,59,98008,47.6371,-122.123,1750.0,10350,0
4,2.5,2710.0,6937.0,2.0,no,fair,7,2710.0,0,9,98065,47.5153,-121.871,2380.0,5866,0
4,2.75,2650.0,6717.0,2.0,no,fair,10,2650.0,0,4,98056,47.4947,-122.171,2740.0,7923,0
2,3.0,2210.0,3917.0,2.0,no,fair,10,1500.0,710,10,98122,47.6166,-122.291,1720.0,3933,1
3,2.5,3090.0,13316.0,2.0,no,fair,10,3090.0,0,26,98075,47.588,-122.079,2980.0,14437,0
3,2.0,1080.0,5077.0,1.0,no,fair,7,1080.0,0,33,98052,47.6836,-122.095,1070.0,3471,0
4,1.75,1450.0,8450.0,1.0,no,fair,7,1450.0,0,58,98027,47.5289,-122.028,1540.0,8450,0
3,2.25,1610.0,6655.0,2.0,no,good,7,1610.0,0,33,98058,47.4296,-122.161,1780.0,7529,0
3,1.75,2120.0,5000.0,2.0,no,fair,7,1980.0,140,98,98103,47.6666,-122.331,2020.0,5000,1
3,4.25,3840.0,6161.0,2.0,no,fair,10,3840.0,0,18,98074,47.6336,-122.064,3230.0,7709,0
2,2.5,1170.0,809.0,2.0,no,fair,9,1170.0,0,11,98103,47.6875,-122.339,1170.0,1121,0
3,1.5,1270.0,1483.0,3.0,no,fair,8,1270.0,0,11,98115,47.6987,-122.317,1270.0,1413,0
3,1.75,2180.0,7318.0,1.0,no,good,7,1210.0,970,51,98126,47.5251,-122.37,2140.0,7560,1
5,3.5,3920.0,5150.0,2.0,no,fair,9,2820.0,1100,14,98052,47.6638,-122.084,3170.0,5530,1
2,2.0,1384.0,1822.0,2.0,no,fair,7,1384.0,0,28,98028,47.7525,-122.244,1078.0,1315,0
5,3.0,2140.0,5937.0,1.0,no,fair,7,1280.0,860,40,98118,47.5459,-122.27,1820.0,6710,1
3,0.75,1330.0,7020.0,1.0,no,excellent,7,1330.0,0,94,98126,47.5377,-122.376,1410.0,5802,0
3,1.0,1200.0,5252.0,1.0,no,fair,7,1200.0,0,56,98007,47.6075,-122.134,1800.0,7920,0
4,2.5,3010.0,9323.0,2.0,no,fair,10,3010.0,0,26,98075,47.578,-122.053,2840.0,8413,0
4,3.0,2940.0,5763.0,1.0,no,excellent,8,1640.0,1300,63,98108,47.5589,-122.295,2020.0,7320,1
4,1.75,1910.0,6731.0,1.0,no,good,7,1210.0,700,65,98116,47.5693,-122.391,1780.0,6350,1
3,2.5,2220.0,6049.0,2.0,no,good,8,2220.0,0,28,98031,47.3972,-122.182,1980.0,7226,0
4,2.5,2620.0,10016.0,2.0,no,fair,8,2620.0,0,22,98056,47.5295,-122.179,2620.0,10016,0
4,2.5,2900.0,4950.0,2.0,no,fair,8,2900.0,0,14,98028,47.7717,-122.236,2590.0,4950,0
3,1.75,1620.0,3360.0,1.0,no,excellent,7,980.0,640,91,98117,47.6886,-122.361,1400.0,3840,1
3,2.25,1950.0,8868.0,1.0,no,fair,7,1350.0,600,54,98155,47.7538,-122.312,1300.0,8880,1
3,3.5,2710.0,3326.0,2.0,no,fair,8,1650.0,1060,13,98027,47.5371,-122.073,2280.0,2738,1
4,3.0,3080.0,9601.0,2.0,no,fair,10,3080.0,0,28,98003,47.334,-122.332,3200.0,9375,0
4,2.25,2270.0,8196.0,1.0,no,excellent,7,1150.0,1120,55,98034,47.7214,-122.227,1920.0,10122,1
5,2.75,3250.0,8100.0,2.0,no,fair,8,3250.0,0,4,98125,47.7133,-122.311,1270.0,8100,0
3,2.0,1430.0,14250.0,1.0,no,fair,7,1430.0,0,65,98033,47.701,-122.199,1530.0,11475,0
4,2.5,2080.0,9846.0,1.0,no,fair,7,1240.0,840,34,98001,47.3338,-122.268,1890.0,7977,1
5,3.25,3890.0,20005.0,1.0,no,fair,10,2260.0,1630,41,98004,47.6312,-122.224,3450.0,20176,1
4,3.0,3150.0,9318.0,2.0,no,fair,9,3150.0,0,17,98075,47.5959,-122.018,3150.0,9318,0
4,2.5,1910.0,10300.0,1.0,no,fair,8,1910.0,0,97,98177,47.7581,-122.359,1910.0,7750,0
2,2.0,1960.0,4018.0,1.0,no,excellent,7,980.0,980,68,98108,47.5629,-122.32,1240.0,4641,1
4,3.5,3310.0,21050.0,2.0,no,excellent,9,2400.0,910,26,98027,47.5197,-122.041,2260.0,23400,1
2,1.0,2160.0,2192.0,1.0,no,excellent,8,1170.0,990,93,98119,47.6364,-122.371,1150.0,2152,1
4,2.5,2350.0,5100.0,2.0,no,fair,8,2350.0,0,15,98038,47.3507,-122.007,2190.0,5100,0
4,2.0,1790.0,7800.0,1.0,no,excellent,8,1790.0,0,46,98008,47.6266,-122.103,2150.0,7838,0
4,2.25,2210.0,11700.0,2.0,no,good,8,2210.0,0,51,98032,47.3648,-122.284,2040.0,9000,0
2,1.0,710.0,1157.0,2.0,no,good,7,710.0,0,75,98102,47.6413,-122.329,1370.0,1173,0
2,1.0,1210.0,7040.0,1.0,no,fair,7,1210.0,0,66,98155,47.745,-122.297,1210.0,7205,0
3,3.5,3500.0,9473.0,2.0,no,fair,10,3500.0,0,10,98075,47.5807,-121.972,3510.0,7833,0
4,2.25,2930.0,9840.0,1.0,no,good,8,1560.0,1370,41,98023,47.3103,-122.382,2800.0,8374,1
2,1.0,1020.0,7742.0,1.0,no,good,6,1020.0,0,83,98168,47.499,-122.301,1510.0,7742,0
2,1.5,1430.0,9782.0,1.0,no,fair,7,1430.0,0,63,98188,47.441,-122.282,1430.0,9828,0
4,2.5,1954.0,4805.0,2.0,no,fair,8,1954.0,0,13,98055,47.4297,-122.19,1714.0,3259,0
3,2.0,1930.0,15540.0,1.0,no,fair,8,1260.0,670,60,98155,47.7675,-122.307,1900.0,12123,1
4,3.5,3273.0,5115.0,2.0,no,fair,8,2671.0,602,4,98055,47.4477,-122.204,2996.0,5100,1
3,1.0,1140.0,7785.0,1.0,no,fair,8,1140.0,0,64,98177,47.709,-122.363,2080.0,10620,0
4,2.5,2340.0,5600.0,2.0,no,fair,7,2340.0,0,97,98146,47.5117,-122.379,1310.0,5600,0
3,2.5,1310.0,1294.0,2.0,no,fair,8,1180.0,130,10,98116,47.5773,-122.409,1330.0,1265,1
4,2.5,2210.0,5077.0,1.5,no,good,8,1480.0,730,106,98126,47.5719,-122.377,1740.0,5000,1
2,1.0,1070.0,7386.0,1.0,no,fair,6,1070.0,0,69,98108,47.5434,-122.298,1330.0,6351,0
3,2.5,3490.0,12410.0,2.0,no,fair,8,2590.0,900,9,98059,47.4714,-122.071,1740.0,14448,1
3,2.75,1540.0,6760.0,1.0,no,excellent,7,1210.0,330,38,98034,47.7163,-122.212,1540.0,7416,1
3,2.5,2810.0,7700.0,2.0,no,fair,9,2810.0,0,17,98006,47.5464,-122.191,2910.0,8250,0
4,2.5,2030.0,7210.0,1.0,no,excellent,7,1330.0,700,49,98059,47.5067,-122.16,1980.0,7560,1
4,2.5,2570.0,5250.0,2.0,no,fair,8,2570.0,0,28,98029,47.5763,-122.0,2260.0,5392,0
3,1.0,910.0,7700.0,1.0,no,good,7,910.0,0,47,98034,47.7303,-122.238,1250.0,7700,0
4,2.5,2020.0,9600.0,2.0,no,good,7,2020.0,0,64,98136,47.5434,-122.395,2250.0,8550,0
3,2.25,2870.0,8170.0,2.0,no,fair,10,2250.0,620,23,98136,47.5363,-122.385,1310.0,8170,1
3,1.0,1180.0,32214.0,1.0,no,fair,7,1180.0,0,66,98092,47.3313,-122.198,2300.0,13714,0
3,2.0,2360.0,118483.0,1.0,no,fair,8,2360.0,0,37,98024,47.5595,-121.867,2660.0,91476,0
4,2.25,1940.0,10200.0,1.0,no,fair,7,1360.0,580,58,98188,47.4253,-122.283,1940.0,10200,1
3,2.25,1640.0,8400.0,1.0,no,fair,8,1180.0,460,50,98032,47.3733,-122.289,1600.0,8120,1
2,1.0,960.0,6250.0,1.0,no,fair,6,960.0,0,102,98136,47.5491,-122.386,1350.0,6250,0
5,2.5,2350.0,14197.0,1.0,no,good,8,1220.0,1130,56,98004,47.6005,-122.204,2470.0,11629,1
3,2.5,2030.0,2805.0,2.0,no,fair,8,1720.0,310,17,98027,47.5305,-122.047,1670.0,2898,1
4,2.5,1900.0,9075.0,2.0,no,fair,7,1900.0,0,30,98133,47.7776,-122.352,1800.0,8460,0
3,2.0,1470.0,10125.0,1.0,no,good,7,1470.0,0,56,98011,47.7751,-122.222,1440.0,10125,0
3,3.25,3740.0,136915.0,2.5,no,fair,10,3100.0,640,28,98166,47.4549,-122.363,2400.0,16104,1
4,2.25,3070.0,13720.0,2.0,no,fair,9,3070.0,0,40,98007,47.6133,-122.152,3010.0,9657,0
5,3.5,2815.0,5619.0,2.0,no,fair,9,2815.0,0,6,98055,47.4299,-122.207,2583.0,5295,0
3,2.5,2520.0,5000.0,3.0,no,fair,9,2520.0,0,28,98106,47.5664,-122.359,1130.0,5000,0
3,1.75,1630.0,9000.0,1.0,no,fair,7,960.0,670,63,98004,47.6023,-122.205,1880.0,9000,1
3,2.5,1980.0,6922.0,2.0,no,excellent,8,1980.0,0,27,98031,47.396,-122.184,2090.0,7697,0
4,2.25,1770.0,7778.0,2.0,no,fair,7,1770.0,0,20,98031,47.4192,-122.201,1770.0,7591,0
2,2.5,1520.0,1588.0,2.0,no,fair,8,1240.0,280,11,98144,47.5825,-122.313,1660.0,6000,1
5,1.0,1870.0,7800.0,1.0,no,fair,7,1580.0,290,56,98168,47.5127,-122.321,1740.0,7808,1
4,4.0,3610.0,12811.0,2.0,no,fair,10,3610.0,0,18,98075,47.5812,-121.993,3530.0,11783,0
4,2.5,2470.0,8536.0,2.0,no,fair,8,2470.0,0,16,98155,47.7699,-122.292,1690.0,8840,0
2,1.0,920.0,5157.0,1.0,no,fair,6,920.0,0,109,98118,47.5499,-122.269,1700.0,5150,0
3,2.0,1340.0,8505.0,1.0,no,fair,6,1340.0,0,87,98168,47.4727,-122.297,1370.0,9000,0
4,4.25,5010.0,19412.0,2.0,no,fair,10,4000.0,1010,4,98040,47.5455,-122.211,3820.0,17064,1
3,2.25,1810.0,12000.0,2.0,no,fair,7,1810.0,0,26,98003,47.3476,-122.3,1720.0,9916,0
3,2.25,1470.0,9140.0,2.0,no,fair,7,1470.0,0,36,98133,47.7162,-122.349,1400.0,8204,0
3,1.75,2050.0,11313.0,1.0,no,fair,7,1520.0,530,31,98023,47.2837,-122.358,1620.0,8065,1
3,1.0,1120.0,8549.0,1.0,no,fair,7,1120.0,0,66,98004,47.6294,-122.205,1440.0,8640,0
4,3.5,4270.0,117176.0,2.0,no,fair,9,4270.0,0,10,98024,47.5352,-121.883,2610.0,5251,0
3,3.5,1560.0,1490.0,2.0,no,fair,8,1240.0,320,23,98102,47.6248,-122.319,1560.0,1662,1
2,1.0,1510.0,19874.0,1.0,no,fair,7,1510.0,0,67,98146,47.4924,-122.34,1540.0,10000,0
3,1.75,1890.0,7560.0,1.0,no,fair,8,1430.0,460,45,98034,47.7322,-122.185,1890.0,9095,1
3,2.5,1810.0,4113.0,2.0,no,fair,7,1810.0,0,14,98042,47.3715,-122.126,1880.0,4465,0
1,1.0,1090.0,5250.0,1.0,no,fair,6,980.0,110,91,98117,47.6999,-122.391,2160.0,5250,1
4,2.5,3140.0,7260.0,2.0,no,fair,8,2200.0,940,14,98006,47.5664,-122.124,2860.0,8186,1
3,2.5,2370.0,7500.0,1.0,no,fair,8,1620.0,750,39,98198,47.4091,-122.331,1960.0,8062,1
2,1.0,1160.0,8504.0,1.0,no,good,7,1160.0,0,69,98155,47.7364,-122.295,1320.0,8504,0
5,3.0,2750.0,3800.0,1.5,no,excellent,7,1750.0,1000,92,98115,47.6845,-122.313,1900.0,3800,1
3,1.0,1250.0,8276.0,1.5,no,excellent,6,1250.0,0,79,98022,47.2092,-121.997,1250.0,8792,0
4,2.5,2350.0,6624.0,2.0,no,fair,9,2350.0,0,28,98074,47.6262,-122.045,2590.0,11240,0
4,2.5,2310.0,3570.0,1.5,no,fair,7,1490.0,820,91,98103,47.6889,-122.347,1580.0,3060,1
3,1.5,1390.0,10530.0,1.0,no,fair,7,1390.0,0,57,98033,47.7025,-122.196,1750.0,10530,0
3,2.5,3080.0,7363.0,2.0,no,fair,9,3080.0,0,12,98055,47.4473,-122.205,2860.0,5273,0
4,2.5,2380.0,7792.0,2.0,no,fair,8,2380.0,0,25,98092,47.3273,-122.173,2260.0,7378,0
9,4.5,3830.0,6988.0,2.5,no,fair,7,2450.0,1380,80,98103,47.6927,-122.338,1460.0,6291,1
3,3.25,3690.0,7200.0,2.0,no,fair,10,3690.0,0,11,98033,47.6815,-122.2,1880.0,7200,0
3,2.25,1584.0,2800.0,2.0,no,fair,7,1584.0,0,6,98002,47.3454,-122.214,1584.0,2800,0
3,2.0,1910.0,13505.0,1.0,no,fair,8,1910.0,0,63,98034,47.7114,-122.23,2010.0,8000,0
3,3.5,4080.0,217697.0,1.5,no,fair,10,4080.0,0,18,98092,47.2604,-122.139,2710.0,217790,0
4,3.0,2120.0,7650.0,2.0,no,fair,8,2120.0,0,54,98007,47.6214,-122.14,2260.0,7885,0
4,2.5,2620.0,4050.0,2.0,no,fair,8,2620.0,0,4,98146,47.5017,-122.34,2030.0,3944,0
3,1.75,1810.0,5733.0,1.0,no,good,7,1010.0,800,92,98116,47.5709,-122.388,1260.0,4680,1
5,3.75,4470.0,8088.0,2.0,no,fair,10,4470.0,0,10,98004,47.6321,-122.2,2780.0,8964,0
3,1.0,980.0,9903.0,1.0,no,good,7,980.0,0,52,98028,47.7746,-122.239,1830.0,9903,0
4,3.5,2890.0,5911.0,2.0,no,fair,9,2370.0,520,4,98075,47.5754,-122.071,3490.0,6093,1
3,1.0,1790.0,3876.0,1.5,no,excellent,7,1090.0,700,114,98144,47.575,-122.288,1360.0,4080,1
4,2.75,2310.0,5650.0,1.0,no,fair,8,1330.0,980,66,98118,47.51300000000001,-122.252,2300.0,5650,1
3,2.0,1200.0,5700.0,1.0,no,excellent,7,1200.0,0,76,98178,47.5031,-122.242,1190.0,6384,0
3,2.5,2600.0,4750.0,1.0,no,good,9,1700.0,900,67,98117,47.6833,-122.4,2380.0,4750,1
3,2.25,1960.0,12350.0,1.0,no,good,7,1960.0,0,57,98027,47.5247,-122.052,1920.0,13608,0
2,1.5,1320.0,1194.0,3.0,no,fair,7,1320.0,0,17,98107,47.6704,-122.39,1320.0,1250,0
6,2.0,2400.0,7684.0,1.0,no,fair,6,1200.0,1200,86,98028,47.7705,-122.269,1290.0,9800,1
3,2.5,1720.0,3581.0,2.0,no,fair,7,1720.0,0,7,98053,47.6861,-122.013,1720.0,3600,0
4,3.25,4350.0,112750.0,1.0,no,fair,9,2200.0,2150,12,98027,47.5435,-121.966,2180.0,223027,1
3,1.75,2380.0,10450.0,1.0,no,fair,8,1400.0,980,41,98052,47.6409,-122.111,2150.0,9600,1
2,1.0,1140.0,7435.0,1.0,no,fair,7,1140.0,0,66,98125,47.73,-122.31,1320.0,9385,0
4,2.5,2230.0,5743.0,2.0,no,fair,7,2230.0,0,16,98019,47.7245,-121.957,2490.0,6300,0
3,2.5,3400.0,38400.0,1.0,no,fair,8,1870.0,1530,63,98177,47.7611,-122.372,3400.0,24338,1
3,1.75,1610.0,7392.0,1.0,no,good,7,1610.0,0,54,98001,47.3413,-122.28,1450.0,7392,0
3,2.5,1600.0,1311.0,3.0,no,fair,8,1600.0,0,13,98117,47.6903,-122.394,1390.0,1321,0
4,3.25,3070.0,10375.0,2.0,no,fair,10,2180.0,890,56,98004,47.5862,-122.198,2500.0,11194,1
3,2.5,2350.0,9051.0,1.0,no,good,8,1570.0,780,52,98023,47.3126,-122.364,2270.0,8748,1
2,1.0,910.0,5759.0,1.0,no,fair,6,910.0,0,67,98125,47.7153,-122.284,1520.0,7518,0
3,2.25,2260.0,54014.0,1.0,no,fair,7,1450.0,810,56,98072,47.7657,-122.131,2140.0,44431,1
3,1.75,1660.0,9600.0,1.0,no,fair,8,1380.0,280,37,98011,47.7601,-122.167,2030.0,9500,1
3,1.75,1790.0,9860.0,1.0,no,good,7,1410.0,380,40,98052,47.6989,-122.12,1820.0,9555,1
3,2.75,3890.0,7216.0,2.0,no,fair,8,3260.0,630,51,98118,47.5445,-122.266,2490.0,9920,1
2,2.5,2680.0,7392.0,1.0,no,fair,9,2680.0,0,14,98053,47.717,-122.026,2315.0,7045,0
3,2.5,950.0,1110.0,2.0,no,fair,8,950.0,0,15,98102,47.6226,-122.319,1230.0,1215,0
3,2.5,1680.0,10300.0,2.0,no,good,7,1680.0,0,24,98010,47.31399999999999,-122.001,1680.0,9849,0
2,1.5,720.0,5120.0,1.0,no,fair,6,720.0,0,64,98106,47.5218,-122.357,1150.0,2566,0
4,3.25,3266.0,5969.0,2.0,no,fair,8,3266.0,0,4,98023,47.2975,-122.35,3087.0,5169,0
2,1.0,1290.0,3383.0,2.0,no,fair,7,1290.0,0,10,98053,47.6968,-122.025,1290.0,2828,0
3,2.0,1270.0,7198.0,1.5,no,fair,7,1270.0,0,102,98022,47.2086,-121.996,1160.0,7198,0
2,1.0,1270.0,7440.0,1.0,no,good,7,910.0,360,69,98126,47.5285,-122.372,1040.0,7500,1
3,1.75,1650.0,9480.0,1.0,no,fair,7,1220.0,430,41,98034,47.726000000000006,-122.191,1540.0,8400,1
2,1.0,1050.0,7500.0,1.5,no,good,6,1050.0,0,108,98116,47.5577,-122.399,2540.0,13680,0
6,3.0,2400.0,9373.0,2.0,no,fair,7,2400.0,0,27,98002,47.3262,-122.214,2060.0,7316,0
5,2.25,3220.0,9603.0,2.0,no,fair,8,3220.0,0,46,98052,47.6474,-122.11,2260.0,10093,0
4,2.5,1840.0,7800.0,1.0,no,fair,8,1240.0,600,46,98177,47.7762,-122.384,2010.0,9100,1
3,1.0,1060.0,9123.0,1.0,no,fair,7,1060.0,0,66,98004,47.6218,-122.193,1620.0,9121,0
4,2.25,2620.0,17366.0,1.0,no,fair,9,1430.0,1190,34,98075,47.584,-122.077,2620.0,15335,1
3,2.5,1860.0,3658.0,2.0,no,fair,8,1860.0,0,24,98029,47.5703,-122.004,1840.0,3739,0
4,3.5,3820.0,13224.0,2.0,no,fair,10,3280.0,540,28,98004,47.6005,-122.199,3340.0,9700,1
3,2.5,1610.0,4611.0,2.0,no,fair,8,1610.0,0,22,98029,47.5678,-122.004,1730.0,4461,0
4,2.5,2740.0,16007.0,2.0,no,fair,9,2740.0,0,34,98039,47.6353,-122.229,2760.0,16008,0
3,2.25,1820.0,19602.0,1.0,no,good,7,1820.0,0,54,98001,47.331,-122.286,1520.0,8773,0
5,3.25,2680.0,3011.0,2.0,no,fair,9,1870.0,810,108,98122,47.6115,-122.287,3440.0,5165,1
3,2.25,1390.0,1484.0,3.0,no,fair,8,1390.0,0,11,98103,47.6912,-122.343,1250.0,1087,0
3,1.75,1460.0,10128.0,1.0,no,fair,8,1460.0,0,50,98033,47.6709,-122.167,2240.0,10154,0
5,2.5,2430.0,4781.0,2.0,no,fair,9,2430.0,0,17,98058,47.4487,-122.117,2420.0,4770,0
4,2.5,2600.0,8572.0,2.0,no,fair,8,2600.0,0,15,98001,47.3155,-122.266,2170.0,5288,0
3,2.0,1910.0,5040.0,1.5,no,fair,8,1910.0,0,47,98074,47.6312,-122.061,1980.0,4275,0
3,2.25,3250.0,34848.0,1.0,no,fair,10,2260.0,990,12,98005,47.6077,-122.158,2770.0,21512,1
3,2.5,1380.0,1021.0,2.0,no,fair,8,1160.0,220,10,98122,47.6148,-122.309,1440.0,1021,1
4,2.75,2110.0,8190.0,1.5,no,excellent,8,2110.0,0,52,98008,47.6269,-122.1,2420.0,8400,0
6,2.0,2320.0,210830.0,2.0,no,good,8,2320.0,0,56,98058,47.398,-122.081,2540.0,217800,0
3,1.5,1870.0,42070.0,1.0,no,fair,7,1870.0,0,65,98168,47.50899999999999,-122.313,1870.0,19965,0
2,1.0,960.0,223898.0,1.0,no,fair,6,960.0,0,33,98014,47.6668,-121.892,1830.0,230868,0
5,3.25,2590.0,11500.0,1.0,no,good,9,2590.0,0,50,98040,47.545,-122.229,2780.0,11989,0
3,1.0,1630.0,6009.0,1.0,no,good,8,1630.0,0,64,98117,47.69300000000001,-122.383,2120.0,6009,0
2,2.0,1190.0,1303.0,2.0,no,fair,8,800.0,390,9,98107,47.6675,-122.368,1670.0,2425,1
4,2.5,1950.0,4553.0,2.0,no,fair,7,1950.0,0,18,98056,47.5066,-122.175,1780.0,4598,0
3,1.5,1660.0,7221.0,1.0,no,fair,7,980.0,680,56,98168,47.4962,-122.32,1770.0,8083,1
3,2.25,2200.0,7355.0,2.0,no,good,8,2200.0,0,32,98052,47.7266,-122.103,2290.0,7868,0
3,3.0,1845.0,5100.0,2.0,no,excellent,8,1845.0,0,71,98056,47.5204,-122.208,2100.0,7650,0
3,1.0,1400.0,5662.0,1.5,no,excellent,5,1400.0,0,98,98027,47.5271,-122.036,1250.0,14375,0
3,2.5,1322.0,6006.0,2.0,no,fair,7,1322.0,0,9,98001,47.2706,-122.254,1440.0,6796,0
3,2.25,1646.0,7364.0,2.0,no,fair,7,1646.0,0,24,98038,47.3646,-122.037,1975.0,9161,0
4,1.5,2170.0,9948.0,2.0,no,fair,7,2170.0,0,66,98148,47.4263,-122.331,1500.0,9750,0
4,3.0,2100.0,3800.0,2.0,no,fair,8,2100.0,0,46,98115,47.6807,-122.291,1320.0,3800,0
3,1.75,1840.0,4255.0,1.0,no,fair,7,940.0,900,111,98116,47.58,-122.392,1600.0,4255,1
3,2.5,2000.0,22000.0,2.0,no,fair,8,2000.0,0,39,98075,47.59,-122.081,2180.0,19800,0
4,3.0,2290.0,8250.0,2.0,no,fair,9,2290.0,0,28,98042,47.3739,-122.156,2290.0,8250,0
4,2.5,2450.0,20348.0,1.0,no,fair,8,1410.0,1040,40,98075,47.5887,-122.064,2450.0,50094,1
4,2.5,2100.0,3125.0,2.0,no,fair,7,1400.0,700,111,98107,47.6634,-122.358,2060.0,5040,1
4,3.0,2910.0,8027.0,1.0,no,excellent,8,1800.0,1110,48,98117,47.6939,-122.391,2390.0,7660,1
4,2.5,2163.0,5882.0,2.0,no,fair,7,2163.0,0,12,98001,47.2736,-122.251,1760.0,9600,0
2,1.0,960.0,4400.0,1.0,no,good,7,960.0,0,67,98118,47.5269,-122.264,1520.0,5000,0
4,2.75,2640.0,9000.0,2.0,no,fair,10,2640.0,0,28,98052,47.6481,-122.125,2980.0,9137,0
4,2.0,1980.0,15354.0,1.0,no,fair,7,1980.0,0,41,98053,47.63800000000001,-121.968,1420.0,12300,0
3,1.75,1200.0,55321.0,1.5,no,excellent,7,1200.0,0,41,98010,47.3492,-121.935,1910.0,54450,0
4,1.75,1650.0,7088.0,1.0,no,fair,8,1650.0,0,45,98027,47.5688,-122.087,1850.0,7523,0
3,1.0,860.0,7632.0,1.0,no,fair,6,860.0,0,98,98166,47.4623,-122.345,890.0,7632,0
2,1.0,1010.0,3000.0,1.0,no,good,7,1010.0,0,93,98045,47.4965,-121.785,1150.0,7000,0
5,2.5,5067.0,13315.0,1.0,no,fair,9,3154.0,1913,50,98003,47.3391,-122.325,2860.0,13957,1
4,2.5,2090.0,6926.0,2.0,no,fair,8,2090.0,0,28,98074,47.6339,-122.022,2000.0,7151,0
5,1.75,1960.0,7875.0,1.0,no,good,7,1960.0,0,50,98034,47.7256,-122.18,1800.0,7764,0
4,1.75,960.0,8863.0,1.0,no,excellent,6,580.0,380,69,98118,47.5372,-122.289,1720.0,8249,1
4,4.0,3530.0,8400.0,2.0,no,excellent,8,2630.0,900,60,98199,47.6402,-122.395,2340.0,8216,1
3,2.0,1180.0,1800.0,2.0,no,fair,8,1180.0,0,24,98122,47.6168,-122.301,1500.0,1948,0
4,1.5,1550.0,9176.0,1.0,no,fair,7,1000.0,550,62,98008,47.6005,-122.129,1730.0,8539,1
3,3.5,4490.0,56609.0,2.0,yes,fair,10,4490.0,0,25,98034,47.6997,-122.24,2710.0,51330,0
2,1.75,1210.0,1161.0,2.0,no,fair,8,1210.0,0,4,98029,47.5513,-121.998,1700.0,2285,0
4,3.5,3100.0,2261.0,2.0,no,fair,9,2250.0,850,37,98033,47.6512,-122.202,2660.0,2000,1
4,1.0,1550.0,7620.0,1.5,no,fair,7,1550.0,0,61,98106,47.5287,-122.35,1450.0,7620,0
2,1.0,1440.0,3225.0,1.0,no,fair,7,960.0,480,103,98103,47.6653,-122.338,1160.0,3630,1
